accession_1	lysine_ct	accession_2	delta_mass	modification	
15895.43_Da_E172 P07280_2full144_1G_P5_1T Deamidation; Ox; Methyl	11	15863.44_Da_E35 P07281_2full144_1G_P4_1T Ammonia loss; Acetyl	31.99	31.99 Ox; Ox
15961.42_Da_E360 P07280_2full144_1G_P5_1T Deamidation; Ox; Phospho	11	15863.44_Da_E35 P07281_2full144_1G_P4_1T Ammonia loss; Acetyl	97.99	97.99 Sulfate Adduct
15863.43_Da_E258 P07281_2full144_1G_P4_1T Ammonia loss; Acetyl	11	15837.42_Da_E252 P07281_2full144_1G_P8_1T Ammonia loss; Ox	26.02	26.02
15895.43_Da_E172 P07280_2full144_1G_P5_1T Deamidation; Ox; Methyl	11	P07280_2full144_1G_P5_1T Deamidation; Ox	14.01	14.01 Methyl
15863.43_Da_E258 P07281_2full144_1G_P4_1T Ammonia loss; Acetyl	11	P07281_2full144_1G_P4_1T Ammonia loss	42.04	42.04 Acetyl
15961.42_Da_E360 P07280_2full144_1G_P5_1T Deamidation; Ox; Phospho	11	P07280_2full144_1G_P5_1T Deamidation; Ox	79.99	79.99 Phospho
5588.04_Da_E2217	9	5403.92_Da_E2188	184.12	184.12
12934.27_Da_E1174 P0C2H8_2full113_1G_P2_1T Ox	13	P0C2H8_2full113_1G_P2_1T Ox	0.00	0.00
13174.15_Da_E1389	13	12934.27_Da_E1174 P0C2H8_2full113_1G_P2_1T Ox	239.90	239.90
12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	13	P0C2H8_2full113_1G_P1_1T Unmodified	0.00	0.00
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
12932.26_Da_E118 P0C2H9_2full113_1G_P1_1T Unmodified	13	12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	14.02	14.02 Methyl
13002.31_Da_E850 P0C2H8_2full113_1G_P1_1T Acetyl; Acetyl	13	12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	84.05	84.05 Acetyl; Acetyl
12958.29_Da_E367	13	12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	40.03	40.03
12948.27_Da_E878 P0C2H9_2full113_1G_P2_1T Ox	13	12918.26_Da_E21 P0C2H8_2full113_1G_P1_1T Unmodified	30.01	30.01 Methyl; Ox
12918.26_Da_E463 P0C2H8_2full113_1G_P1_1T Unmodified	13	P0C2H8_2full113_1G_P1_1T Unmodified	0.00	0.00
12918.25_Da_E976 P0C2H8_2full113_1G_P1_1T Unmodified	13	P0C2H8_2full113_1G_P1_1T Unmodified	0.00	0.00
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	P0C2H8_2full113_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	12958.29_Da_E367	58.04	58.04
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	13002.31_Da_E850 P0C2H8_2full113_1G_P1_1T Acetyl; Acetyl	14.02	14.02 Carbamidomethyl; Missing Alanine (A)
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	12932.26_Da_E118 P0C2H9_2full113_1G_P1_1T Unmodified	84.05	84.05 Acetyl; Acetyl
13016.33_Da_E251 P0C2H8_2full113_1G_P1_1T Acetone Artifact	13	12948.27_Da_E878 P0C2H9_2full113_1G_P2_1T Ox	68.05	68.05
12932.26_Da_E118 P0C2H9_2full113_1G_P1_1T Unmodified	13	P0C2H9_2full113_1G_P1_1T Unmodified	0.00	0.00
12948.27_Da_E878 P0C2H9_2full113_1G_P2_1T Ox	13	12932.26_Da_E118 P0C2H9_2full113_1G_P1_1T Unmodified	16.00	16.00 Ox
12958.29_Da_E367	13	12932.26_Da_E118 P0C2H9_2full113_1G_P1_1T Unmodified	26.02	26.02
12948.27_Da_E878 P0C2H9_2full113_1G_P2_1T Ox	13	P0C2H9_2full113_1G_P2_1T Ox	0.00	0.00
12933.29_Da_E1468 P0C2H8_2full113_1G_P1_1T Deamidation; Methyl	13	12918.26_Da_E463 P0C2H8_2full113_1G_P1_1T Unmodified	15.02	15.02 Deamidation; Methyl
16612.57_Da_E1416 Q92317_2full146_1G_P1_1T Unmodified	13	Q92317_2full146_1G_P1_1T Unmodified	0.00	0.00
10078.41_Da_E2245	11	10063.41_Da_E2222	14.99	14.99
8983.73_Da_E22	6	8966.71_Da_E694	17.00	17.00
11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	12	P14120_2full105_1G_P1_1T Unmodified	0.00	0.00
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	12	11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	16.00	16.00 Ox
11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	71.03	71.03 Missing Alanine (A)
11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	184.12	184.12 Missing Leucine (L); Missing Alanine (A)
11613.29_Da_E854	12	11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	239.90	239.90
11457.45_Da_E530 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	12	11373.4_Da_E33 P14120_2full105_1G_P1_1T Unmodified	84.05	84.05 Acetyl; Acetyl
11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	12	P14120_2full105_1G_P1_1T Unmodified	-71.04	-71.04 Missing Alanine (A)
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	P14120_2full105_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
11471.47_Da_E1382 P14120_2full105_1G_P1_1T Acetone Artifact	12	P14120_2full105_1G_P1_1T Unmodified	98.07	98.07 Acetone Artifact
11471.35_Da_E862 P14120_2full105_1G_P1_1T Sulfate Adduct	12	P14120_2full105_1G_P1_1T Unmodified	97.96	97.96 Sulfate Adduct
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	71.03	71.03 Missing Alanine (A)
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	11287.36_Da_E1457 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Missing Leucine (L)	184.12	184.12 Missing Leucine (L); Missing Alanine (A)
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	82.07	82.07
11471.46_Da_E292 P14120_2full105_1G_P1_1T Acetone Artifact	12	11457.45_Da_E530 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	14.02	14.02 Carbamidomethyl; Missing Alanine (A)
11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	12	P14120_2full105_1G_P4_1T Ox	0.00	0.00
11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	12	11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	71.03	71.03 Missing Alanine (A)
11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	12	11205.27_Da_E486 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A); Missing Leucine (L)	184.12	184.12 Missing Leucine (L); Missing Alanine (A)
11629.29_Da_E1039	12	11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	239.90	239.90
11671.55_Da_E1249 P14120_2full105_1G_P8_1T Ox; Ox; Hydrogen Dodecyl Sulfate	12	11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
11457.45_Da_E530 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	12	11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	68.05	68.05
11389.39_Da_E150 P14120_2full105_1G_P4_1T Ox	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	87.03	87.03
11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	98.07	98.07 Acetone Artifact
11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	16.00	16.00 Ox
11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	113.09	113.09 Missing Leucine (L)
11542.27_Da_E1477	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	239.90	239.90
11457.45_Da_E530 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	12	11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	155.09	155.09 Acetone Artifact; Carbamidomethyl
11302.36_Da_E92 P14120_2full105_1G_P1_1T Missing Alanine (A)	12	11287.36_Da_E1457 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Missing Leucine (L)	14.99	14.99 Acetone Artifact; Missing Leucine (L)
11287.36_Da_E1457 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Missing Leucine (L)	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	98.07	98.07 Acetone Artifact
11205.27_Da_E486 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A); Missing Leucine (L)	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	16.00	16.00 Ox
11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	129.08	129.08
11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	12	11189.27_Da_E130 P14120_2full105_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	211.15	211.15
11629.29_Da_E1039	12	11613.29_Da_E854	16.00	16.00
11613.29_Da_E854	12	11542.27_Da_E1477	71.03	71.03
11457.45_Da_E530 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	12	11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	57.03	57.03 Carbamidomethyl
11471.47_Da_E1382 P14120_2full105_1G_P1_1T Acetone Artifact	12	11457.46_Da_E1444 P14120_2full105_1G_P1_1T Acetone Artifact; Carbamidomethyl; Missing Alanine (A)	14.02	14.02 Carbamidomethyl; Missing Alanine (A)
11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	12	11287.36_Da_E1457 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Missing Leucine (L)	113.09	113.09 Missing Leucine (L)
11400.43_Da_E1149 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact	12	11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	82.07	82.07
11287.36_Da_E1457 P14120_2full105_1G_P1_1T Missing Alanine (A); Acetone Artifact; Missing Leucine (L)	12	11205.27_Da_E486 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A); Missing Leucine (L)	82.07	82.07
11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	12	P14120_2full105_1G_P2_1T Ox	-71.04	-71.04 Missing Alanine (A)
11318.36_Da_E334 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A)	12	11205.27_Da_E486 P14120_2full105_1G_P2_1T Ox; Missing Alanine (A); Missing Leucine (L)	113.09	113.09 Missing Leucine (L)
11629.29_Da_E1039	12	11542.27_Da_E1477	87.03	87.03
11671.55_Da_E1249 P14120_2full105_1G_P8_1T Ox; Ox; Hydrogen Dodecyl Sulfate	12	P14120_2full105_1G_P8_1T Ox; Ox	266.16	266.16 Hydrogen Dodecyl Sulfate
17965.97_Da_E28 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	18	P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	0.00	0.00
18064.04_Da_E205 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Acetone Artifact	18	17965.97_Da_E28 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	98.07	98.07 Acetone Artifact
17981.97_Da_E201 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Ox	18	17965.97_Da_E28 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	16.00	16.00 Ox
18064.04_Da_E205 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Acetone Artifact	18	P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	98.07	98.07 Acetone Artifact
17981.97_Da_E201 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Ox	18	P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	15.99	15.99 Ox
18064.04_Da_E205 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Acetone Artifact	18	17981.97_Da_E201 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Ox	82.07	82.07 Ox, Ox; Missing Asparagine (N)
17981.97_Da_E201 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl; Ox	18	17949.94_Da_E311 P0CX54_2full165_2G_P12_1T Methyl, Methyl, Methyl; Methyl, Methyl, Methyl	32.02	32.02 Ox; Ox
12073.01_Da_E13 Q3E792_2full108_1G_P3_1T Methyl, Methyl	18	Q3E792_2full108_1G_P3_1T Methyl, Methyl	0.00	0.00
12250.95_Da_E284 Q3E792_2full108_1G_P3_1T Methyl, Methyl; Sulfate Adduct; Phospho	18	12073.01_Da_E13 Q3E792_2full108_1G_P3_1T Methyl, Methyl	177.94	177.94 Sulfate Adduct; Phospho
12157.06_Da_E567 P0C0T4_2full108_1G_P4_1T Methyl, Methyl; Ox; Acetone Artifact	18	12073.01_Da_E13 Q3E792_2full108_1G_P3_1T Methyl, Methyl	84.05	84.05 Acetyl; Acetyl
12073.01_Da_E13 Q3E792_2full108_1G_P3_1T Methyl, Methyl	18	12043.01_Da_E51 P0C0T4_2full108_1G_P3_1T Methyl, Methyl	30.01	30.01 Pyrrolidinone
12073.02_Da_E1535 Q3E792_2full108_1G_P3_1T Methyl, Methyl	18	Q3E792_2full108_1G_P3_1T Methyl, Methyl	0.00	0.00
12250.95_Da_E284 Q3E792_2full108_1G_P3_1T Methyl, Methyl; Sulfate Adduct; Phospho	18	12220.93_Da_E738 P0C0T4_2full108_1G_P3_1T Methyl, Methyl; Sulfate Adduct; Phospho	30.01	30.01 Pyrrolidinone
12157.06_Da_E567 P0C0T4_2full108_1G_P4_1T Methyl, Methyl; Ox; Acetone Artifact	18	P0C0T4_2full108_1G_P4_1T Methyl, Methyl; Ox	98.07	98.07 Acetone Artifact
12157.06_Da_E567 P0C0T4_2full108_1G_P4_1T Methyl, Methyl; Ox; Acetone Artifact	18	12043.01_Da_E51 P0C0T4_2full108_1G_P3_1T Methyl, Methyl	114.06	114.06 Acetone Artifact; Ox
12043.01_Da_E51 P0C0T4_2full108_1G_P3_1T Methyl, Methyl	18	P0C0T4_2full108_1G_P3_1T Methyl, Methyl	0.00	0.00
12220.93_Da_E738 P0C0T4_2full108_1G_P3_1T Methyl, Methyl; Sulfate Adduct; Phospho	18	12043.01_Da_E51 P0C0T4_2full108_1G_P3_1T Methyl, Methyl	177.94	177.94 Sulfate Adduct; Phospho
12141.01_Da_E346 P0C0T4_2full108_1G_P3_1T Methyl, Methyl; Sulfate Adduct	18	12043.01_Da_E51 P0C0T4_2full108_1G_P3_1T Methyl, Methyl	97.99	97.99 Sulfate Adduct
12015.95_Da_E752 P0C0T4_2full108_1G_P1_1T Deamidation	18	P0C0T4_2full108_1G_P1_1T Unmodified	0.98	0.98 Deamidation
14783.46_Da_E45 P38061_2full130_1G_P1_1T Unmodified	19	P38061_2full130_1G_P1_1T Unmodified	0.00	0.00
14799.46_Da_E179 P38061_2full130_1G_P2_1T Ox	19	14783.46_Da_E45 P38061_2full130_1G_P1_1T Unmodified	16.00	16.00 Ox
14881.42_Da_E241 P38061_2full130_1G_P1_1T Sulfate Adduct	19	14783.46_Da_E45 P38061_2full130_1G_P1_1T Unmodified	97.97	97.97 Sulfate Adduct
14881.42_Da_E241 P38061_2full130_1G_P1_1T Sulfate Adduct	19	P38061_2full130_1G_P1_1T Unmodified	97.96	97.96 Sulfate Adduct
14799.46_Da_E179 P38061_2full130_1G_P2_1T Ox	19	P38061_2full130_1G_P2_1T Ox	0.00	0.00
14767.43_Da_E789 P38061_2full130_1G_P23_1T Ammonia loss; Deamidation	19	P38061_2full130_1G_P23_1T Ammonia loss; Deamidation	0.00	0.00
11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	P02400_2full110_1G_P3_1T Phospho	131.03	131.03 Retained Met
11277.51_Da_E1166 P02400_2full110_1G_P3_1T Phospho; Retained Met; Acetone Artifact	7	11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	98.07	98.07 Acetone Artifact
11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	7	11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	16.00	16.00 Ox
11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	10913.26_Da_E522	266.15	266.15
11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	304.14	304.14
11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	11099.47_Da_E884 P02400_2full110_1G_P1_1T Retained Met	79.97	79.97 Phospho
11211.42_Da_E246 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met; Ox	7	11179.43_Da_E46 P02400_2full110_1G_P3_1T Phospho; Retained Met	31.99	31.99 Ox; Ox
11179.44_Da_E1420 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	P02400_2full110_1G_P3_1T Phospho	131.03	131.03 Retained Met
11277.51_Da_E1166 P02400_2full110_1G_P3_1T Phospho; Retained Met; Acetone Artifact	7	10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	304.14	304.14
11277.51_Da_E1166 P02400_2full110_1G_P3_1T Phospho; Retained Met; Acetone Artifact	7	11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	82.07	82.07
11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	7	P02400_2full110_1G_P13_1T Ox; Phospho	131.03	131.03 Retained Met
11211.42_Da_E246 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met; Ox	7	11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	16.00	16.00 Ox
11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	304.14	304.14
11195.43_Da_E72 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met	7	11099.47_Da_E884 P02400_2full110_1G_P1_1T Retained Met	95.96	95.96 Ox; Phospho
11217.41_Da_E699	7	10913.26_Da_E522	304.14	304.14
10913.26_Da_E522	7	10896.27_Da_E476	17.00	17.00
10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	7	P05319_2full106_1G_P4_1T Phospho	131.03	131.03 Retained Met
10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	98.07	98.07 Acetone Artifact
10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	16.00	16.00 Ox
10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	58.04	58.04 Acetyl; Ox
10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	7	10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	79.97	79.97 Phospho
10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	31.99	31.99 Ox; Ox
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	114.06	114.06 Acetone Artifact; Ox
10917.34_Da_E704 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	42.05	42.05 Acetyl
10959.35_Da_E1244 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Acetyl	7	10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	84.05	84.05 Acetyl; Acetyl
11099.47_Da_E884 P02400_2full110_1G_P1_1T Retained Met	7	P02400_2full110_1G_P1_1T Unmodified	131.03	131.03 Retained Met
11099.47_Da_E884 P02400_2full110_1G_P1_1T Retained Met	7	10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	304.14	304.14
11211.42_Da_E246 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met; Ox	7	P02400_2full110_1G_P13_1T Ox; Phospho	147.03	147.03 Retained Met; Ox
11211.42_Da_E246 P02400_2full110_1G_P13_1T Ox; Phospho; Retained Met; Ox	7	10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	304.14	304.14
11195.44_Da_E2072 P02400_2full110_1G_P8_1T Phospho; Ox; Retained Met	7	11179.44_Da_E1420 P02400_2full110_1G_P3_1T Phospho; Retained Met	16.00	16.00 Ox
11179.44_Da_E1420 P02400_2full110_1G_P3_1T Phospho; Retained Met	7	10875.29_Da_E1985 P05319_2full106_1G_P4_1T Phospho; Retained Met	304.14	304.14
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	7	10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	16.00	16.00 Ox
10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	82.07	82.07
10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	7	10959.35_Da_E1244 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Acetyl	14.02	14.02 Oxidation of W to Kynurenine; Water loss
10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	7	P05319_2full106_1G_P8_1T Phospho; Ox	131.03	131.03 Retained Met
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	98.07	98.07 Acetone Artifact
10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	16.00	16.00 Ox
10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	7	10811.33_Da_E834 P05319_2full106_1G_P2_1T Ox; Retained Met	79.97	79.97 Phospho
10949.33_Da_E1435 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Acetyl; Ox	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	58.04	58.04 Acetyl; Ox
10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	42.05	42.05 Acetyl
10959.35_Da_E1244 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Acetyl	7	10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	68.05	68.05
10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	7	10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	95.96	95.96 Phospho; Ox
10875.29_Da_E1985 P05319_2full106_1G_P4_1T Phospho; Retained Met	7	P05319_2full106_1G_P4_1T Phospho	131.03	131.03 Retained Met
10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	7	10917.34_Da_E704 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl	16.00	16.00 Ox
10949.33_Da_E1435 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Acetyl; Ox	7	10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	16.00	16.00 Ox
10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	7	10629.2_Da_E1341	304.14	304.14
10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	7	P05319_2full106_1G_P1_1T Unmodified	131.03	131.03 Retained Met
10811.33_Da_E834 P05319_2full106_1G_P2_1T Ox; Retained Met	7	10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	16.00	16.00 Ox
10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	7	P05319_2full106_1G_P8_1T Phospho; Ox	147.03	147.03 Retained Met; Ox
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	7	10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	82.07	82.07
10949.33_Da_E1435 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Acetyl; Ox	7	10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	42.05	42.05 Acetyl
10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	7	10811.33_Da_E834 P05319_2full106_1G_P2_1T Ox; Retained Met	95.96	95.96 Phospho; Ox
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	7	10959.35_Da_E1244 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Acetyl	30.01	30.01 Acetone Artifact; Missing Lysine (K)
10917.34_Da_E704 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl	7	10613.2_Da_E979	304.14	304.14
